policy_year,count,revenue,industry,state,employees,average_employee_age,multinational,risk_score
2020,0,305984,General Commercial,TX,11,22,0,NA
2016,0,1600581,General Commercial,IL,318,16,0,NA
2022,0,558184,General Commercial,TX,80,26,0,4
2016,0,893538,General Commercial,NY,168,47,0,NA
2018,0,1080890,General Commercial,TX,42,38,0,4
2013,1,425614,General Commercial,MA,77,33,0,NA
2022,0,1183982,Manufacturing,AZ,214,16,0,4
2020,0,764254,General Commercial,TX,144,30,0,NA
2018,0,369404,Manufacturing,VA,13,23,0,4
2014,1,4635868,General Commercial,FL,506,16,1,NA
2021,0,915337,General Commercial,NY,90,18,0,2
2015,1,388723,General Commercial,CA,13,27,0,NA
2016,0,363038,General Commercial,MA,35,25,0,NA
2021,0,645964,Manufacturing,IL,31,37,0,NA
2015,0,877795,Financial Services,CA,66,19,0,2
2016,0,1197603,Oil/Gas,CA,44,21,0,2
2021,0,604439,General Commercial,MI,79,31,0,NA
2015,1,1860339,General Commercial,CA,91,32,0,1
2023,0,1512827,General Commercial,NJ,98,17,0,4
2023,0,1418290,General Commercial,OH,187,29,0,2
2018,0,420318,Manufacturing,TX,23,26,0,2
2018,1,4675078,General Commercial,CA,208,27,1,2
2019,0,263857,General Commercial,GA,50,16,0,NA
2017,1,2277806,General Commercial,NC,443,33,0,NA
2021,0,218054,General Commercial,MA,51,33,0,NA
2023,0,1028124,General Commercial,FL,22,17,0,NA
2013,1,822529,Financial Services,CA,89,49,0,3
2022,0,770093,Financial Services,NJ,126,120,0,NA
2023,0,389247,Oil/Gas,NY,17,68,0,5
2021,1,2048311,Manufacturing,CA,226,41,0,4
2016,0,1726263,Financial Services,TX,496,25,0,NA
2020,0,483053,General Commercial,NJ,18,20,0,4
2018,0,1386299,General Commercial,PA,81,16,0,4
2017,0,936785,Manufacturing,GA,45,61,0,NA
2016,0,426914,Financial Services,CA,50,23,0,NA
2023,0,1918919,General Commercial,FL,184,16,0,NA
2023,1,NA,General Commercial,IL,273,19,0,NA
2017,0,2672719,General Commercial,GA,757,16,1,2
2023,0,843295,Manufacturing,MA,90,28,0,NA
2015,0,543909,General Commercial,NY,76,67,0,5
2020,0,2194063,General Commercial,CA,175,16,0,NA
2016,0,506405,Manufacturing,PA,31,31,0,5
2014,0,358961,General Commercial,AZ,67,30,0,3
2023,0,1336694,General Commercial,NJ,414,33,0,2
2017,0,932639,General Commercial,FL,319,17,0,NA
2021,1,2450273,General Commercial,FL,147,21,0,NA
2017,0,225931,General Commercial,OH,42,28,0,NA
2016,0,445652,Manufacturing,CA,68,16,0,3
2017,0,876325,Oil/Gas,NJ,50,16,0,3
2024,0,1068948,Manufacturing,NJ,197,16,0,2
2019,0,4050577,Oil/Gas,TX,94,57,1,1
2013,0,926853,General Commercial,AZ,80,32,0,2
2022,0,1345359,Manufacturing,FL,269,20,0,2
2021,0,631376,Manufacturing,PA,85,29,0,NA
2017,0,169289,Manufacturing,MI,12,16,0,4
2021,0,641878,General Commercial,CA,43,63,0,4
2017,0,1805537,General Commercial,CA,1296,16,0,3
2019,0,465841,General Commercial,NJ,32,35,0,NA
2019,0,1123620,General Commercial,NY,165,21,0,2
2017,1,5215586,General Commercial,FL,585,24,1,3
2020,0,2510222,General Commercial,OH,70,31,1,NA
2023,0,476119,Manufacturing,OH,61,17,0,2
2023,0,669111,General Commercial,OH,84,49,0,3
2020,0,734037,General Commercial,PA,95,16,0,3
2019,0,771748,Manufacturing,NY,115,38,0,NA
2016,0,377256,Manufacturing,TX,81,50,0,NA
2018,2,1284729,Manufacturing,WA,188,21,0,2
2020,0,1402875,General Commercial,OH,194,92,0,NA
2020,0,1092680,Financial Services,OH,46,16,0,1
2022,0,662525,General Commercial,AZ,108,36,0,NA
2014,0,743941,Manufacturing,OH,85,16,0,NA
2017,1,8504800,Manufacturing,FL,2667,35,1,5
2022,0,603380,Manufacturing,FL,25,43,0,2
2022,0,1295961,Financial Services,IL,110,20,0,NA
2023,0,474573,General Commercial,NJ,15,21,0,3
2023,0,892492,Manufacturing,CA,47,16,0,4
2022,0,272698,General Commercial,TX,22,29,0,NA
2022,0,2743872,Manufacturing,FL,68,54,1,NA
2021,0,635328,General Commercial,MI,90,57,0,3
2023,0,420947,Financial Services,GA,85,16,0,NA
2018,0,1937329,Manufacturing,TX,185,19,0,2
2022,0,753969,Manufacturing,IL,223,25,0,3
2020,0,997138,Manufacturing,MA,69,47,0,NA
2023,0,689708,General Commercial,TX,61,33,0,3
2014,0,3229771,General Commercial,NY,369,16,1,2
2018,0,480220,General Commercial,CA,32,36,0,2
2023,0,2018157,General Commercial,CA,103,18,0,NA
2017,0,502871,Financial Services,TX,85,38,0,5
2020,2,4218315,Manufacturing,PA,298,67,1,NA
2019,0,905920,General Commercial,PA,115,16,0,1
2019,0,938091,Manufacturing,CA,156,44,0,2
2018,0,968935,Financial Services,TX,83,29,0,NA
2017,0,1758703,Manufacturing,VA,214,44,0,3
2013,0,635073,Financial Services,NY,247,34,0,NA
2021,0,777886,General Commercial,CA,186,25,0,NA
2021,0,224102,Oil/Gas,OH,16,16,0,4
2020,0,137541,General Commercial,FL,5,33,0,5
2018,0,830619,General Commercial,OH,261,65,0,4
2019,0,489488,General Commercial,TX,57,51,0,NA
2019,0,1420414,Manufacturing,MI,278,48,0,2
2015,1,1307678,General Commercial,CA,113,56,0,3
2015,0,333295,Manufacturing,IL,81,24,0,NA
2023,0,676233,General Commercial,NC,66,46,0,3
2017,0,547694,General Commercial,TX,43,33,0,2
2020,0,907369,General Commercial,MA,297,54,0,2
2024,0,818079,General Commercial,NY,40,21,0,NA
2021,0,1385839,Financial Services,OH,95,39,0,4
2021,0,706092,Manufacturing,CA,95,30,0,NA
2013,0,1155264,General Commercial,NY,127,25,0,3
2024,0,402073,Manufacturing,WA,50,40,0,4
2021,0,1519047,Financial Services,NY,75,28,0,4
2019,0,991817,General Commercial,GA,228,65,0,3
2022,0,962778,Manufacturing,TX,97,27,0,5
2024,0,510155,General Commercial,MA,15,33,0,NA
2014,0,1365130,General Commercial,OH,68,24,0,4
2014,0,455275,General Commercial,OH,44,40,0,2
2020,0,880814,General Commercial,GA,144,25,0,NA
2021,0,1485241,General Commercial,VA,227,16,0,1
2023,0,2968321,General Commercial,CA,332,34,1,NA
2016,0,230096,General Commercial,PA,82,16,0,NA
2014,3,1983958,General Commercial,MA,448,17,0,2
2018,1,2641841,Manufacturing,MI,229,17,1,NA
2014,0,1278306,General Commercial,FL,34,34,0,2
2016,1,1751663,Oil/Gas,CA,116,59,0,2
2017,0,747799,Manufacturing,VA,106,66,0,NA
2017,0,1946092,General Commercial,MI,52,26,0,4
2023,0,1017714,General Commercial,CA,90,41,0,4
2023,0,3132164,General Commercial,IL,123,29,1,3
2013,0,608524,General Commercial,IL,60,20,0,NA
2016,0,1370408,General Commercial,NY,140,17,0,2
2015,0,1407463,Manufacturing,MA,94,25,0,1
2023,0,2673554,Manufacturing,WA,449,50,1,NA
2023,0,1623452,General Commercial,CA,292,28,0,2
2018,0,374458,General Commercial,CA,21,24,0,NA
2022,0,1440874,Manufacturing,CA,150,16,0,NA
2018,0,1545504,General Commercial,IL,51,16,0,4
2020,0,542299,Manufacturing,CA,64,23,0,NA
2015,0,1958732,General Commercial,FL,459,24,0,2
2017,0,842335,General Commercial,OH,40,19,0,3
2013,0,528278,Financial Services,TX,105,29,0,2
2022,0,3117934,Oil/Gas,NY,516,106,1,NA
2020,0,1524315,Financial Services,NY,339,23,0,4
2021,0,622085,Financial Services,GA,57,21,0,NA
2016,0,1138261,Financial Services,NY,44,69,0,NA
2017,0,214470,Financial Services,WA,32,19,0,2
2014,0,1055353,Manufacturing,CA,246,26,0,3
2016,0,1273100,General Commercial,IL,155,30,0,3
2022,0,1788363,General Commercial,FL,162,16,0,3
2019,0,1004022,General Commercial,NY,104,16,0,3
2013,0,2842585,Financial Services,MI,144,50,1,3
2014,0,588918,General Commercial,NY,195,31,0,NA
2014,0,578813,General Commercial,AZ,58,47,0,3
2016,0,816804,General Commercial,NC,143,25,0,4
2014,0,559271,General Commercial,PA,124,20,0,2
2020,0,1546980,Manufacturing,CA,114,68,0,4
2023,0,459399,General Commercial,CA,45,33,0,1
2013,0,1260508,General Commercial,CA,32,56,0,3
2016,0,559004,General Commercial,VA,81,47,0,3
2014,0,224626,General Commercial,AZ,12,35,0,2
2016,0,811232,General Commercial,TX,77,16,0,3
2020,0,621789,General Commercial,FL,18,16,0,NA
2019,0,904548,Manufacturing,OH,84,62,0,NA
2019,0,751654,General Commercial,GA,128,23,0,NA
2014,0,2527883,Financial Services,NY,644,41,1,NA
2017,0,407303,General Commercial,FL,247,27,0,2
2015,0,1577114,General Commercial,IL,189,36,0,NA
2022,0,1427600,Manufacturing,NC,136,37,0,5
2018,0,1098170,Financial Services,AZ,33,41,0,NA
2023,0,3945506,General Commercial,NY,385,25,1,2
2022,0,446366,General Commercial,IL,93,17,0,1
2019,0,6009833,Manufacturing,CA,508,16,1,1
2018,0,4651506,Manufacturing,CA,540,23,1,3
2019,0,1402234,Manufacturing,GA,147,30,0,2
2019,0,1265782,General Commercial,NY,274,20,0,NA
2014,0,1847981,General Commercial,CA,89,35,0,4
2022,0,612805,General Commercial,NJ,44,19,0,3
2013,0,3410772,Manufacturing,WA,373,17,1,NA
2018,0,966259,Manufacturing,GA,177,34,0,4
2024,0,462290,General Commercial,NY,21,22,0,4
2017,0,971828,Financial Services,VA,43,41,0,4
2015,0,1100213,Manufacturing,OH,83,16,0,NA
2023,0,822892,General Commercial,CA,413,61,0,NA
2016,0,439802,Manufacturing,IL,28,24,0,3
2023,1,2965345,Manufacturing,PA,414,33,1,4
2017,0,875558,General Commercial,CA,95,37,0,NA
2018,0,746638,Financial Services,WA,62,80,0,NA
2014,0,1160976,General Commercial,NC,259,16,0,3
2021,0,2452118,Financial Services,VA,484,20,0,2
2017,0,293067,Financial Services,FL,39,69,0,2
2014,0,1019539,General Commercial,VA,78,34,0,2
2016,0,691991,Manufacturing,NY,96,28,0,2
2016,0,1999910,Financial Services,MI,1412,34,0,4
2021,0,337324,General Commercial,MA,44,47,0,3
2014,0,293357,Manufacturing,CA,31,20,0,NA
2016,30,1728519,Financial Services,NY,552,26,0,3
2024,0,499554,General Commercial,FL,51,34,0,NA
2020,0,463619,Financial Services,CA,49,19,0,3
2013,4,2825229,Manufacturing,MA,415,38,1,3
2015,0,1257275,Manufacturing,NJ,135,46,0,NA
2018,0,926925,Manufacturing,TX,64,21,0,3
2023,0,513606,General Commercial,NY,323,26,0,NA
2020,0,694199,Financial Services,AZ,92,16,0,3
2021,0,386176,General Commercial,CA,8,16,0,5
2020,0,839864,Manufacturing,MI,151,32,0,NA
2014,2,3120586,General Commercial,MI,640,50,1,NA
2017,0,1285982,Financial Services,CA,172,16,0,2
2015,0,1256390,Manufacturing,NC,166,26,0,NA
2019,0,1010852,General Commercial,GA,194,42,0,4
2019,0,637763,General Commercial,MA,79,23,0,NA
2023,1,1098218,Manufacturing,CA,419,44,0,5
2015,0,2676486,General Commercial,FL,300,27,1,NA
2013,0,933081,General Commercial,MA,152,32,0,4
2022,0,311311,General Commercial,NY,34,23,0,NA
2018,0,382484,Financial Services,PA,65,19,0,NA
2018,0,471461,General Commercial,VA,38,42,0,NA
2020,0,327267,Financial Services,NY,51,17,0,NA
2013,0,1116135,General Commercial,NC,138,36,0,2
2015,0,760008,General Commercial,NJ,135,66,0,NA
2023,0,2399491,General Commercial,CA,404,24,0,5
2017,0,1209621,General Commercial,TX,74,45,0,NA
2022,0,542900,Financial Services,CA,75,16,0,NA
2016,0,1271408,General Commercial,CA,343,26,0,NA
2023,0,1121022,Manufacturing,GA,58,63,0,NA
2023,0,516371,General Commercial,NC,33,70,0,1
2021,0,257759,Manufacturing,OH,18,17,0,2
2015,0,2777223,General Commercial,FL,554,41,1,NA
2020,0,1579891,General Commercial,CA,245,16,0,1
2023,0,493727,Manufacturing,IL,54,16,0,NA
2018,0,1505959,General Commercial,CA,252,16,0,3
2015,0,457976,Financial Services,TX,95,31,0,4
2017,0,1826464,General Commercial,TX,101,45,0,NA
2013,1,817762,General Commercial,GA,80,25,0,NA
2017,0,209923,General Commercial,PA,56,16,0,NA
2020,0,1191967,General Commercial,FL,350,24,0,4
2022,0,2623518,General Commercial,NC,1286,33,1,3
2022,0,1139950,Financial Services,NY,42,30,0,NA
2015,0,2566936,General Commercial,GA,229,23,1,3
2024,0,345051,Manufacturing,VA,40,35,0,NA
2021,0,707803,Oil/Gas,CA,166,16,0,NA
2017,2,2045792,General Commercial,OH,596,16,0,3
2013,0,1126715,General Commercial,FL,134,24,0,3
2016,0,1319439,General Commercial,MI,219,16,0,NA
2014,0,1045381,General Commercial,VA,88,36,0,3
2017,0,1019249,General Commercial,FL,194,63,0,NA
2020,0,2254330,Manufacturing,IL,114,38,0,NA
2016,0,1498877,Manufacturing,PA,105,16,0,3
2021,0,425339,General Commercial,WA,48,21,0,NA
2016,0,2006005,Manufacturing,NJ,271,25,0,NA
2016,0,877287,General Commercial,IL,133,16,0,NA
2013,0,1377965,General Commercial,FL,420,31,0,5
2023,0,733084,General Commercial,TX,51,42,0,2
2014,0,668522,Financial Services,TX,35,34,0,NA
2022,0,816719,General Commercial,NC,138,16,0,1
2015,0,939716,General Commercial,IL,205,25,0,5
2022,0,909875,General Commercial,NY,218,24,0,3
2016,0,892295,Manufacturing,NY,84,42,0,2
2021,0,227173,General Commercial,IL,26,46,0,4
2014,0,2042469,General Commercial,PA,164,39,0,NA
2022,1,2093929,Manufacturing,TX,197,49,0,4
2021,0,1274505,Financial Services,TX,77,21,0,3
2019,0,2064819,General Commercial,TX,619,26,0,NA
2020,0,617136,Manufacturing,VA,161,21,0,3
2021,0,999466,Manufacturing,NY,41,27,0,3
2022,0,1647464,Financial Services,MI,594,28,0,NA
2022,0,1578212,General Commercial,CA,289,18,0,2
2023,0,1158789,Manufacturing,NJ,50,25,0,NA
2017,0,604180,Financial Services,NY,58,16,0,NA
2019,0,2490510,Manufacturing,TX,251,35,0,NA
2018,0,1261457,Financial Services,TX,142,31,0,2
2014,0,1877398,Manufacturing,PA,124,16,0,2
2018,0,643457,General Commercial,VA,59,28,0,4
2022,1,1811808,General Commercial,CA,62,56,0,NA
2020,0,2451649,Oil/Gas,WA,640,16,0,4
2018,0,574843,Manufacturing,IL,137,18,0,2
2020,1,902008,Manufacturing,TX,257,30,0,2
2021,0,647560,General Commercial,MI,74,35,0,3
2019,0,1611457,Manufacturing,NC,186,21,0,NA
2018,0,2274465,Manufacturing,OH,488,18,0,3
2022,0,982236,General Commercial,AZ,109,16,0,NA
2014,0,1095527,General Commercial,NY,176,42,0,NA
2015,0,588270,Manufacturing,CA,116,16,0,4
2019,1,1040745,Manufacturing,CA,263,18,0,2
2022,0,384229,General Commercial,WA,112,25,0,2
2021,0,1086244,General Commercial,CA,54,24,0,NA
2022,0,673516,Financial Services,MA,166,38,0,3
2018,0,435853,Oil/Gas,TX,85,21,0,4
2014,1,809158,General Commercial,CA,38,32,0,NA
2022,1,1112613,Financial Services,CA,145,28,0,3
2022,1,1130675,General Commercial,CA,133,16,0,4
2016,1,3073957,Financial Services,CA,447,16,1,NA
2020,1,759629,General Commercial,TX,11,16,0,NA
2018,0,1871102,Manufacturing,NY,160,22,0,4
2016,0,462046,General Commercial,IL,118,16,0,3
2016,0,913371,Manufacturing,CA,38,18,0,3
2022,0,1158070,General Commercial,MI,88,27,0,2
2019,0,1154355,Manufacturing,FL,55,27,0,NA
2020,0,1120541,Manufacturing,TX,67,33,0,NA
2016,0,2640197,General Commercial,GA,197,75,1,3
2018,1,3204830,Manufacturing,TX,116,16,1,NA
2015,0,373261,General Commercial,GA,30,37,0,4
2015,0,1929688,Manufacturing,OH,145,21,0,5
2019,0,4041374,General Commercial,TX,255,16,1,NA
2018,0,1805063,Manufacturing,CA,113,16,0,3
2013,2,10293472,Financial Services,CA,2746,37,1,4
2016,0,2515853,Oil/Gas,CA,262,55,1,3
2019,1,1562875,General Commercial,GA,96,25,0,3
2013,0,1209370,General Commercial,VA,288,16,0,3
2014,0,2464899,General Commercial,NJ,197,27,0,NA
2018,0,938214,Financial Services,MA,969,47,0,1
2015,0,1231925,Oil/Gas,TX,59,16,0,NA
2022,0,653810,Manufacturing,TX,122,37,0,3
2019,0,420259,Oil/Gas,FL,43,16,0,2
2019,0,884435,General Commercial,MA,64,23,0,3
2019,0,845644,General Commercial,VA,54,16,0,2
2015,0,3046294,Manufacturing,GA,329,36,1,2
2021,1,1174736,Manufacturing,TX,278,29,0,3
2015,0,1181844,Manufacturing,NJ,215,32,0,4
2017,0,1387361,Manufacturing,CA,372,25,0,NA
2017,0,564713,Manufacturing,FL,34,20,0,NA
2014,1,4385269,General Commercial,CA,360,16,1,NA
2016,1,2248773,General Commercial,GA,147,16,0,NA
2021,0,590586,Financial Services,FL,50,16,0,2
2020,0,659888,General Commercial,NC,45,30,0,NA
2016,0,351255,General Commercial,CA,65,17,0,NA
2020,0,525132,General Commercial,TX,42,25,0,3
2021,0,635131,General Commercial,IL,37,22,0,NA
2014,0,516978,General Commercial,PA,45,32,0,NA
2019,0,568145,Financial Services,CA,71,52,0,1
2017,0,2443363,Manufacturing,NC,1018,39,0,5
2022,0,1318442,General Commercial,CA,235,16,0,3
2014,0,688752,General Commercial,FL,87,55,0,4
2018,0,1014924,General Commercial,CA,77,20,0,2
2015,0,804100,Financial Services,TX,51,85,0,4
2021,0,506502,General Commercial,PA,69,22,0,NA
2019,0,886015,Manufacturing,NJ,250,51,0,3
2016,0,2300904,Manufacturing,CA,218,34,0,1
2013,0,904474,Manufacturing,TX,38,25,0,4
2013,0,789027,General Commercial,FL,71,16,0,NA
2020,0,1030538,General Commercial,TX,102,22,0,1
2015,0,240536,Manufacturing,WA,54,67,0,NA
2019,0,558422,General Commercial,PA,64,49,0,5
2014,1,1577554,General Commercial,MA,349,20,0,NA
2022,0,1551179,General Commercial,NY,646,49,0,2
2022,0,1104522,General Commercial,PA,41,38,0,NA
2023,1,864823,Financial Services,GA,448,22,0,NA
2022,0,1273677,Manufacturing,TX,121,16,0,NA
2018,0,699741,Manufacturing,CA,49,23,0,NA
2014,1,1791044,Manufacturing,GA,129,20,0,NA
2024,0,1064136,General Commercial,CA,69,17,0,1
2014,0,794113,Oil/Gas,GA,35,16,0,NA
2024,0,377197,General Commercial,OH,67,74,0,4
2020,0,1095683,Oil/Gas,NC,93,16,0,NA
2023,0,593896,Financial Services,NJ,29,51,0,2
2023,0,1864231,General Commercial,CA,147,16,0,3
2019,0,1236296,General Commercial,MI,78,31,0,NA
2018,0,1714194,Financial Services,CA,340,32,0,NA
2016,0,337113,Manufacturing,NY,28,20,0,NA
2018,0,1927409,Financial Services,OH,123,18,0,NA
2024,0,1282164,General Commercial,FL,112,16,0,1
2015,2,3834307,Manufacturing,NY,927,16,1,NA
2014,0,520521,Financial Services,CA,186,30,0,4
2016,2,1325144,General Commercial,GA,412,28,0,NA
2015,0,1232715,Manufacturing,NY,69,70,0,NA
2022,0,764588,General Commercial,PA,136,47,0,NA
2022,0,703876,Oil/Gas,MA,103,45,0,2
2022,0,913294,Financial Services,PA,44,29,0,2
2015,0,666170,Financial Services,NC,190,23,0,3
2017,1,3937572,Oil/Gas,CA,410,46,1,4
2015,0,1144162,General Commercial,MI,202,43,0,4
2021,0,966326,Financial Services,FL,63,22,0,2
2020,0,535443,Financial Services,FL,38,31,0,2
2016,0,703902,General Commercial,NJ,356,25,0,3
2017,0,575208,Manufacturing,PA,57,31,0,5
2023,0,429733,Financial Services,CA,192,25,0,4
2014,0,671843,Manufacturing,MI,30,16,0,4
2016,0,467747,General Commercial,GA,47,62,0,4
2018,0,1559054,General Commercial,NJ,136,34,0,NA
2015,0,598493,General Commercial,NY,84,22,0,1
2015,0,2194555,General Commercial,IL,361,42,0,4
2016,0,578907,General Commercial,GA,38,63,0,NA
2014,0,642660,Financial Services,CA,147,28,0,NA
2018,0,538822,General Commercial,CA,142,49,0,NA
2013,0,1744638,Manufacturing,CA,156,38,0,5
2021,0,712212,Manufacturing,CA,190,25,0,5
2020,0,822617,General Commercial,MI,136,16,0,NA
2020,0,334931,General Commercial,NY,16,42,0,NA
2022,0,658142,Manufacturing,CA,68,28,0,2
2020,0,2762630,General Commercial,FL,689,18,1,NA
2022,0,1185318,Oil/Gas,CA,37,28,0,NA
2015,0,774180,Manufacturing,CA,45,22,0,2
2018,0,394351,Manufacturing,VA,61,16,0,3
2015,0,1164011,General Commercial,PA,88,22,0,2
2019,2,1823685,General Commercial,GA,140,40,0,NA
2019,0,1752026,Manufacturing,VA,180,19,0,4
2020,0,463373,Financial Services,FL,21,65,0,2
2015,0,644769,Financial Services,CA,49,29,0,NA
2024,0,199672,General Commercial,NJ,38,40,0,NA
2018,0,278284,General Commercial,VA,34,27,0,NA
2019,0,1923866,General Commercial,AZ,1115,16,0,NA
2019,0,571656,General Commercial,NY,27,40,0,NA
2016,0,570178,Oil/Gas,CA,45,23,0,4
2020,0,462636,Financial Services,MI,13,43,0,NA
2017,1,2408172,Financial Services,WA,175,20,0,NA
2016,0,1062161,General Commercial,WA,89,16,0,4
2021,0,1251280,Financial Services,FL,173,30,0,3
2023,0,939769,General Commercial,VA,64,56,0,NA
2015,0,916818,General Commercial,AZ,64,22,0,NA
2021,0,1046896,Manufacturing,NY,121,23,0,1
2016,0,752420,Manufacturing,OH,239,24,0,4
2023,0,383094,General Commercial,IL,85,37,0,3
2018,0,1789430,General Commercial,CA,219,26,0,1
2013,0,762112,Manufacturing,FL,109,16,0,1
2016,0,756047,Manufacturing,CA,67,61,0,NA
2019,0,421961,General Commercial,OH,70,36,0,NA
2015,0,2593930,General Commercial,AZ,356,21,1,4
2022,0,968363,General Commercial,NC,273,24,0,5
2014,1,2475039,General Commercial,FL,626,32,0,NA
2014,0,992994,Financial Services,VA,214,39,0,2
2015,0,963537,General Commercial,TX,127,43,0,NA
2021,0,1186798,Financial Services,TX,139,16,0,3
2016,1,867697,Financial Services,PA,160,33,0,5
2020,0,1955921,Manufacturing,WA,88,18,0,3
2015,0,1134768,General Commercial,VA,66,30,0,NA
2015,1,1340718,Manufacturing,NJ,98,19,0,NA
2023,0,616482,Manufacturing,FL,75,33,0,NA
2015,0,2147063,Manufacturing,PA,94,22,0,NA
2013,0,644725,Oil/Gas,CA,41,39,0,3
2022,0,263072,General Commercial,MA,47,21,0,NA
2015,0,701038,Manufacturing,CA,49,29,0,2
2019,0,1529063,Oil/Gas,TX,228,30,0,4
2018,0,1672077,General Commercial,NY,118,16,0,3
2015,0,635852,Financial Services,PA,20,34,0,4
2023,0,762393,Financial Services,OH,68,47,0,NA
2022,0,1330261,General Commercial,TX,178,31,0,2
2015,0,713685,General Commercial,NY,33,26,0,2
2024,0,3326192,General Commercial,MA,761,21,1,NA
2022,0,1122945,General Commercial,OH,162,38,0,NA
2016,0,4770024,General Commercial,NC,283,30,1,3
2014,0,2134726,Manufacturing,VA,156,16,0,NA
2019,0,851220,General Commercial,TX,106,34,0,3
2018,0,806847,Manufacturing,CA,62,27,0,1
2018,0,729488,Manufacturing,TX,88,25,0,3
